EDI_concept_code,제품명_x,규격,대분류군코드,대분류군명,대분류코드,대분류코드명,중분류코드,중분류명,matchScore,targetConceptId,targetConceptName,targetVocabularyId,targetDomainId,targetStandardConcept,targetChildCount,targetParentCount,targetConceptClassId,targetConceptCode,targetValidStartDate,targetValidEndDate
B0011002,SILK,1/0,B,봉합용 군,B0,봉합사 류,20020,SILK (1/0-2/0),0.60003244877,45760330,"Silk suture, sterile",SNOMED,Device,S,0,2,Physical Object,465999003,20150131,20991231
B0532001,VICRYL,2,B,봉합용 군,B0,봉합사 류,20058,흡수성 합성사 (1-2),0.66073507071,45758977,Polyglactin suture,SNOMED,Device,S,0,2,Physical Object,463968001,20150131,20991231
B0039511,PRONOVA,5/0 DOUBLE NEEDLE,B,봉합용 군,B0,봉합사 류,20052,"POLYPROPYLENE (5/0-6/0,DOUBLE NEEDLE)",0.31391078234,4262269,Sterile polypropylene monofilament suture,SNOMED,Device,S,0,1,Physical Object,356769008,19700101,20991231
B1601002,PROXIMATE LINEAR CUTTING STAPLER,전규격,B,봉합용 군,B1,자동봉합기 류,21021,LINEAR CUTTING STAPLER BODY,0.71688401699,45765043,"Open-surgery manual linear cutting stapler, single-use",SNOMED,Device,S,0,2,Physical Object,701871002,20150131,20991231
B1501002,PROXIMATE LINEAR STAPLER,전규격,B,봉합용 군,B1,자동봉합기 류,21022,LINEAR STAPLER BODY,0.53753292561,45765046,"Open-surgery manual linear stapler, single-use",SNOMED,Device,S,0,1,Physical Object,701874005,20150131,20991231
B1501012,PROXIMATE TX30&60 LINEAR STAPLER,전규격,B,봉합용 군,B1,자동봉합기 류,21022,LINEAR STAPLER BODY,0.24150970578,45765046,"Open-surgery manual linear stapler, single-use",SNOMED,Device,S,0,1,Physical Object,701874005,20150131,20991231
B0001001,SUTURE ETHILON (NYLON),1/0,B,봉합용 군,B0,봉합사 류,20028,NYLON (1/0-2/0),0.58881467581,45758903,"Nylon suture, monofilament",SNOMED,Device,S,0,2,Physical Object,463862001,20150131,20991231
B0002004,DAFILON,2/0,B,봉합용 군,B0,봉합사 류,20028,NYLON (1/0-2/0),0.2737942934,45758903,"Nylon suture, monofilament",SNOMED,Device,S,0,2,Physical Object,463862001,20150131,20991231
B0002005,MONOSOF,2/0,B,봉합용 군,B0,봉합사 류,20028,NYLON (1/0-2/0),0.3260320425,45758903,"Nylon suture, monofilament",SNOMED,Device,S,0,2,Physical Object,463862001,20150131,20991231
B0003018,REXLON,3/0,B,봉합용 군,B0,봉합사 류,20029,NYLON (3/0-4/0),0.095596857369,45758903,"Nylon suture, monofilament",SNOMED,Device,S,0,2,Physical Object,463862001,20150131,20991231
B0005002,SUTURE NYLON,5/0,B,봉합용 군,B0,봉합사 류,20030,NYLON (5/0-6/0),0.80298531055,45758903,"Nylon suture, monofilament",SNOMED,Device,S,0,2,Physical Object,463862001,20150131,20991231
B0005003,SUTURE DERMALON,5/0,B,봉합용 군,B0,봉합사 류,20030,NYLON (5/0-6/0),0.70511573553,45758903,"Nylon suture, monofilament",SNOMED,Device,S,0,2,Physical Object,463862001,20150131,20991231
B0007001,SUTURE ETHILON(NYLON),7/0,B,봉합용 군,B0,봉합사 류,20031,NYLON (7/0-8/0),0.46852406859,45758903,"Nylon suture, monofilament",SNOMED,Device,S,0,2,Physical Object,463862001,20150131,20991231
B0010021,US-1002LZN,10/0 DOUBLE NEEDLE,B,봉합용 군,B0,봉합사 류,20034,"NYLON (9/0-10/0,DOUBLE NEEDLE)",0.17179365456,45758903,"Nylon suture, monofilament",SNOMED,Device,S,0,2,Physical Object,463862001,20150131,20991231
B0010022,MANI SUTURES,10/0 DOUBLE NEEDLE,B,봉합용 군,B0,봉합사 류,20034,"NYLON (9/0-10/0,DOUBLE NEEDLE)",0.70492714643,45758903,"Nylon suture, monofilament",SNOMED,Device,S,0,2,Physical Object,463862001,20150131,20991231
B0011001,SUTURE MERSILK,1/0,B,봉합용 군,B0,봉합사 류,20020,SILK (1/0-2/0),0.67597258091,45760330,"Silk suture, sterile",SNOMED,Device,S,0,2,Physical Object,465999003,20150131,20991231
B0011104,SILKAM,1/0 (NON NEEDLE),B,봉합용 군,B0,봉합사 류,20026,SILK (NON NEEDLE),0.38664260507,45760330,"Silk suture, sterile",SNOMED,Device,S,0,2,Physical Object,465999003,20150131,20991231
B0011218,REXSIL,2/0 (NON NEEDLE),B,봉합용 군,B0,봉합사 류,20026,SILK (NON NEEDLE),0.53017711639,45760330,"Silk suture, sterile",SNOMED,Device,S,0,2,Physical Object,465999003,20150131,20991231
B0011505,SOFSILK,5/0 (NON NEEDLE),B,봉합용 군,B0,봉합사 류,20026,SILK (NON NEEDLE),0.29045441747,45760330,"Silk suture, sterile",SNOMED,Device,S,0,2,Physical Object,465999003,20150131,20991231
B0014002,SUTURE SILK,4/0,B,봉합용 군,B0,봉합사 류,20021,SILK (3/0-4/0),0.78604030609,45760330,"Silk suture, sterile",SNOMED,Device,S,0,2,Physical Object,465999003,20150131,20991231
B0014004,SUTURE SILK BLACK,4/0,B,봉합용 군,B0,봉합사 류,20021,SILK (3/0-4/0),0.74124825001,45760330,"Silk suture, sterile",SNOMED,Device,S,0,2,Physical Object,465999003,20150131,20991231
B0029101,ETHIBOND,1/0 DOUBLE NEEDLE,B,봉합용 군,B0,봉합사 류,20040,"POLYESTER (1/0-2/0,DOUBLE NEEDLE)",0.70564693213,4105230,Polyester suture,SNOMED,Device,S,0,1,Physical Object,257395002,19700101,20991231
B0029201,SUTURE ETHIBOND,2/0 DOUBLE NEEDLE,B,봉합용 군,B0,봉합사 류,20040,"POLYESTER (1/0-2/0,DOUBLE NEEDLE)",0.882799685,4105230,Polyester suture,SNOMED,Device,S,0,1,Physical Object,257395002,19700101,20991231
B0029202,SUTURE POLYESTER,2/0 DOUBLE NEEDLE,B,봉합용 군,B0,봉합사 류,20040,"POLYESTER (1/0-2/0,DOUBLE NEEDLE)",0.91763025522,4105230,Polyester suture,SNOMED,Device,S,0,1,Physical Object,257395002,19700101,20991231
B0029203,SUTURE TI-CRON,2/0 DOUBLE NEEDLE,B,봉합용 군,B0,봉합사 류,20040,"POLYESTER (1/0-2/0,DOUBLE NEEDLE)",0.56402474642,4105230,Polyester suture,SNOMED,Device,S,0,1,Physical Object,257395002,19700101,20991231
B0031001,SUTURE PROLENE,1/0,B,봉합용 군,B0,봉합사 류,20045,POLYPROPYLENE (1/0-2/0),0.89616465569,4262269,Sterile polypropylene monofilament suture,SNOMED,Device,S,0,1,Physical Object,356769008,19700101,20991231
B0034005,SURGIPRO,4/0,B,봉합용 군,B0,봉합사 류,20046,POLYPROPYLENE (3/0-4/0),0.35069319606,4262269,Sterile polypropylene monofilament suture,SNOMED,Device,S,0,1,Physical Object,356769008,19700101,20991231
B0059403,VASCUFIL,4/0 DOUBLE NEEDLE,B,봉합용 군,B0,봉합사 류,20003,"POLYBUTESTER (3/0-4/0,DOUBLE NEEDLE)",0.48293039203,45758464,Polybutester suture,SNOMED,Device,S,0,2,Physical Object,463182000,20150131,20991231
B0071001,MERSILK,1,B,봉합용 군,B0,봉합사 류,20019,SILK (1-2),0.63914060593,45760330,"Silk suture, sterile",SNOMED,Device,S,0,2,Physical Object,465999003,20150131,20991231
B0082005,SUTURE TICRON,2,B,봉합용 군,B0,봉합사 류,20036,POLYESTER (1-2),0.75332903862,4105230,Polyester suture,SNOMED,Device,S,0,1,Physical Object,257395002,19700101,20991231
B0089620,GORE-TEX SUTURE,6/0 DOUBLE,B,봉합용 군,B0,봉합사 류,20012,"POLYTETRAFLOROETHYLENE (5/0-6/0,DOUBLE NEEDLE)",0.50276702642,45758786,Polytetrafluoroethylene suture,SNOMED,Device,S,0,3,Physical Object,463666000,20150131,20991231
B0501006,CATGUT,1/0,B,봉합용 군,B0,봉합사 류,20055,흡수성자연사 CATGUT (1/0-2/0),0.82024347782,45761207,"Catgut suture, chromic",SNOMED,Device,S,0,2,Physical Object,467229003,20150131,20991231
B0502001,CHROMIC,2/0,B,봉합용 군,B0,봉합사 류,20055,흡수성자연사 CATGUT (1/0-2/0),0.63688361645,45761207,"Catgut suture, chromic",SNOMED,Device,S,0,2,Physical Object,467229003,20150131,20991231
B0531014,MONOSYN,1,B,봉합용 군,B0,봉합사 류,20058,흡수성 합성사 (1-2),0.31852975488,45772825,Synthetic bioabsorbable suture,SNOMED,Device,S,12,1,Physical Object,705657004,20150131,20991231
B0531044,NOVOSYN,1,B,봉합용 군,B0,봉합사 류,20058,흡수성 합성사 (1-2),0.22749249637,45758977,Polyglactin suture,SNOMED,Device,S,0,2,Physical Object,463968001,20150131,20991231
B0532006,SURGIFIT,2,B,봉합용 군,B0,봉합사 류,20058,흡수성 합성사 (1-2),0.35762786865,45758561,Polyglycolic acid suture,SNOMED,Device,S,0,2,Physical Object,463323001,20150131,20991231
B0532009,SURGISORB,2,B,봉합용 군,B0,봉합사 류,20058,흡수성 합성사 (1-2),0.36817958951,45758561,Polyglycolic acid suture,SNOMED,Device,S,0,2,Physical Object,463323001,20150131,20991231
B0541015,MAXON,1/0,B,봉합용 군,B0,봉합사 류,20059,흡수성 합성사 (1/0-2/0),0.2830375731,45759086,Polyglyconate suture,SNOMED,Device,S,0,2,Physical Object,464137007,20150131,20991231
B0541102,MONOCRYL,1/0,B,봉합용 군,B0,봉합사 류,20059,흡수성 합성사 (1/0-2/0),0.50145727396,45759007,Poliglecaprone suture,SNOMED,Device,S,0,2,Physical Object,464012004,20150131,20991231
B0541125,GLSORB/MAXUTURE,1/0,B,봉합용 군,B0,봉합사 류,20059,흡수성 합성사 (1/0-2/0),0.20599606633,45758977,Polyglactin suture,SNOMED,Device,S,0,2,Physical Object,463968001,20150131,20991231
B0542218,CRYLREX,2/0,B,봉합용 군,B0,봉합사 류,20059,흡수성 합성사 (1/0-2/0),0.53702163696,45758977,Polyglactin suture,SNOMED,Device,S,0,2,Physical Object,463968001,20150131,20991231
B0543105,BIOSYN,3/0,B,봉합용 군,B0,봉합사 류,20060,흡수성 합성사 (3/0-4/0),0.28928309679,45772825,Synthetic bioabsorbable suture,SNOMED,Device,S,12,1,Physical Object,705657004,20150131,20991231
B0941004,MONOPLUS LOOP,1/0,B,봉합용 군,B0,봉합사 류,20080,루프형 봉합사(1/0-2/0),0.57857948542,45758967,Polydioxanone suture,SNOMED,Device,S,0,2,Physical Object,463956005,20150131,20991231
B1001001,AUTOSUTURE TA,전규격,B,봉합용 군,B1,자동봉합기 류,21018,LINEAR CARTRIDGE,0.70218062401,45764255,"Surgical staple, non-bioabsorbable",SNOMED,Device,S,0,1,Physical Object,700889009,20150131,20991231
B1011001,AUTOSUTURE GIA,MEDIUM,B,봉합용 군,B1,자동봉합기 류,21020,LINEAR CUTTING CARTRIDGE-MEDIUM(2열),0.59694927931,45764255,"Surgical staple, non-bioabsorbable",SNOMED,Device,S,0,1,Physical Object,700889009,20150131,20991231
B1011102,NEW TLC (CARTRIDGE),MEDIUM,B,봉합용 군,B1,자동봉합기 류,21005,LINEAR CUTTING CARTRIDGE-MEDIUM(3열),0.4617998004,45764255,"Surgical staple, non-bioabsorbable",SNOMED,Device,S,0,1,Physical Object,700889009,20150131,20991231
B1012011,AUTOSUTURE ILA,LARGE,B,봉합용 군,B1,자동봉합기 류,21019,LINEAR CUTTING CARTRIDGE-LARGE(2열),0.63957303762,45764255,"Surgical staple, non-bioabsorbable",SNOMED,Device,S,0,1,Physical Object,700889009,20150131,20991231
B1020002,CONTOUR RELOADABLE CARTRIDGE,40MM,B,봉합용 군,B1,자동봉합기 류,21013,CURVED CUTTING CARTRIDGE,0.54385632277,45764255,"Surgical staple, non-bioabsorbable",SNOMED,Device,S,0,1,Physical Object,700889009,20150131,20991231
B1022001,AUTOSUTURE PREMIUM PLUS CEEA,전규격,B,봉합용 군,B1,자동봉합기 류,21017,CIRCULAR CUTTING -CURVED  TYPE,0.28633058071,45771219,Intraluminal circular stapler,SNOMED,Device,S,1,2,Physical Object,701876007,20150131,20991231
B1022105,CS,전규격,B,봉합용 군,B1,자동봉합기 류,21017,CIRCULAR CUTTING -CURVED  TYPE,0.28691524267,45771219,Intraluminal circular stapler,SNOMED,Device,S,1,2,Physical Object,701876007,20150131,20991231
B1101001,ENDO GIA,"SMALL,MEDIUM",B,봉합용 군,B1,자동봉합기 류,21025,"ENDOSCOPIC CUTTING CARTRIDGE-SMALL,MEDIUM",0.21141964197,45764255,"Surgical staple, non-bioabsorbable",SNOMED,Device,S,0,1,Physical Object,700889009,20150131,20991231
B1101002,ETS & ETS-FLEX RELOAD CARTRIDGE,"SMALL,MEDIUM",B,봉합용 군,B1,자동봉합기 류,21025,"ENDOSCOPIC CUTTING CARTRIDGE-SMALL,MEDIUM",0.42238759995,45764255,"Surgical staple, non-bioabsorbable",SNOMED,Device,S,0,1,Physical Object,700889009,20150131,20991231
B1101011,ENDO GIA II,"SMALL,MEDIUM",B,봉합용 군,B1,자동봉합기 류,21025,"ENDOSCOPIC CUTTING CARTRIDGE-SMALL,MEDIUM",0.18637272716,45764255,"Surgical staple, non-bioabsorbable",SNOMED,Device,S,0,1,Physical Object,700889009,20150131,20991231
B1102002,ECHELON 60 ENDOSCOPIC RELOADABLE CARTRIDGE,60MM,B,봉합용 군,B1,자동봉합기 류,21024,ENDOSCOPIC CUTTING CARTRIDGE-LARGE,0.46251660585,45764255,"Surgical staple, non-bioabsorbable",SNOMED,Device,S,0,1,Physical Object,700889009,20150131,20991231
B1111001,ENDO GIA ROTICULATOR,"SMALL,MEDIUM",B,봉합용 군,B1,자동봉합기 류,21009,"ARTICULATING ENDOSCOPIC CARTRIDGE-SMALL,MEDIUM",0.44360294938,45764255,"Surgical staple, non-bioabsorbable",SNOMED,Device,S,0,1,Physical Object,700889009,20150131,20991231
B1501001,TA DST,전규격,B,봉합용 군,B1,자동봉합기 류,21022,LINEAR STAPLER BODY,0.29152041674,45765046,"Open-surgery manual linear stapler, single-use",SNOMED,Device,S,0,1,Physical Object,701874005,20150131,20991231
B1601005,SINGLE USE RELOADABLE LINEAR CUTTER STAPLER,전규격,B,봉합용 군,B1,자동봉합기 류,21021,LINEAR CUTTING STAPLER BODY,0.46469542384,45765043,"Open-surgery manual linear cutting stapler, single-use",SNOMED,Device,S,0,2,Physical Object,701871002,20150131,20991231
B1601102,NEW TLC (BODY),전규격,B,봉합용 군,B1,자동봉합기 류,21021,LINEAR CUTTING STAPLER BODY,0.26313051581,45765043,"Open-surgery manual linear cutting stapler, single-use",SNOMED,Device,S,0,2,Physical Object,701871002,20150131,20991231
B1802011,MULTIFIRE ENDO GIA,전규격,B,봉합용 군,B1,자동봉합기 류,21023,ENDOSCOPIC CUTTING STAPLER BODY(일반형),0.32524970174,45765044,"Endoscopic manual linear cutting stapler, single-use",SNOMED,Device,S,0,2,Physical Object,701872009,20150131,20991231
B1802012,ECHELON ENDOSCOPIC STAPLER,전규격,B,봉합용 군,B1,자동봉합기 류,21023,ENDOSCOPIC CUTTING STAPLER BODY(일반형),0.80070185661,45765044,"Endoscopic manual linear cutting stapler, single-use",SNOMED,Device,S,0,2,Physical Object,701872009,20150131,20991231
B1802101,GIA UNIVERSAL,전규격 (흉강경용),B,봉합용 군,B1,자동봉합기 류,21023,ENDOSCOPIC CUTTING STAPLER BODY(일반형),0.62035828829,45765044,"Endoscopic manual linear cutting stapler, single-use",SNOMED,Device,S,0,2,Physical Object,701872009,20150131,20991231
B1803002,ENDOPATH ENDOSCOPIC LINEAR CUTTER-FLEX,전규격,B,봉합용 군,B1,자동봉합기 류,21010,ARTICULATING ENDOSCOPIC STAPLER BODY,0.36791187525,45765044,"Endoscopic manual linear cutting stapler, single-use",SNOMED,Device,S,0,2,Physical Object,701872009,20150131,20991231
B1804001,IDRIVE ULTRA POWERED HANDLE,전규격,B,봉합용 군,B1,자동봉합기 류,21026,ARTICULATING ENDOSCOPIC STAPLER BODY(전동식형),0.35154700279,45764708,Endoscopic motorized cutting stapler,SNOMED,Device,S,1,3,Physical Object,701457004,20150131,20991231
B2001001,ENDO LOOP,전규격,B,봉합용 군,B2,내시경 & 관혈적 수술용 결찰재료 류,22010,내시경용 결찰재료-LOOP,0.55927360058,45762077,Endotherapy ligature loop,SNOMED,Device,S,0,2,Physical Object,468519007,20150131,20991231
B2001005,SURGITIE,전규격,B,봉합용 군,B2,내시경 & 관혈적 수술용 결찰재료 류,22010,내시경용 결찰재료-LOOP,0.42179784179,45762077,Endotherapy ligature loop,SNOMED,Device,S,0,2,Physical Object,468519007,20150131,20991231
B2011001,ENDO SUTURE,전규격,B,봉합용 군,B2,내시경 & 관혈적 수술용 결찰재료 류,22011,내시경용 결찰재료-SUTURE,0.74902302027,45763987,"Endotherapy suturing unit, single-use",SNOMED,Device,S,0,1,Physical Object,700554001,20150131,20991231
B2011006,SUTURE LAPLOOP,전규격,B,봉합용 군,B2,내시경 & 관혈적 수술용 결찰재료 류,22011,내시경용 결찰재료-SUTURE,0.5842564106,45763987,"Endotherapy suturing unit, single-use",SNOMED,Device,S,0,1,Physical Object,700554001,20150131,20991231
B2011105,V-LOC 180,전규격,B,봉합용 군,B2,내시경 & 관혈적 수술용 결찰재료 류,22011,내시경용 결찰재료-SUTURE,0.25271999836,45763987,"Endotherapy suturing unit, single-use",SNOMED,Device,S,0,1,Physical Object,700554001,20150131,20991231
B2011205,V-LOC 90 (ABSORBABLE WOUND CLOSURE DEVICE),전규격,B,봉합용 군,B2,내시경 & 관혈적 수술용 결찰재료 류,22011,내시경용 결찰재료-SUTURE,0.41207948327,45763987,"Endotherapy suturing unit, single-use",SNOMED,Device,S,0,1,Physical Object,700554001,20150131,20991231
B2011401,STRATAFIX PGA-PCL,전규격,B,봉합용 군,B2,내시경 & 관혈적 수술용 결찰재료 류,22011,내시경용 결찰재료-SUTURE,0.33308547735,45763987,"Endotherapy suturing unit, single-use",SNOMED,Device,S,0,1,Physical Object,700554001,20150131,20991231
B2121017,HANS-CLIP,전규격,B,봉합용 군,B2,내시경 & 관혈적 수술용 결찰재료 류,22004,내시경 및 관혈적 결찰재료-MANUAL CLIP(LOCK),0.43734022975,45758132,"Ligation clip, non-metallic",SNOMED,Device,S,0,2,Physical Object,462671000,20150131,20991231
B2121018,CLICKA-V CLIP,전규격,B,봉합용 군,B2,내시경 & 관혈적 수술용 결찰재료 류,22004,내시경 및 관혈적 결찰재료-MANUAL CLIP(LOCK),0.32540792227,45758132,"Ligation clip, non-metallic",SNOMED,Device,S,0,2,Physical Object,462671000,20150131,20991231
B2801005,ENDOCATCH BAG,전규격,B,봉합용 군,B2,내시경 & 관혈적 수술용 결찰재료 류,22007,ENDOSCOPY용 조직배출기구,0.50677031279,45759711,Tissue extraction bag,SNOMED,Device,S,0,1,Physical Object,465091002,20150131,20991231
B2801111,ENDO-POUCH,전규격,B,봉합용 군,B2,내시경 & 관혈적 수술용 결찰재료 류,22007,ENDOSCOPY용 조직배출기구,0.44248107076,45759711,Tissue extraction bag,SNOMED,Device,S,0,1,Physical Object,465091002,20150131,20991231
B3001003,SIGNET,전규격,S,선별급여 품목 군,S0,선별급여류,250071,피부봉합용 봉합기(비흡수성),0.57289171219,45759886,Skin stapler,SNOMED,Device,S,0,1,Physical Object,465373001,20150131,20991231
B3001005,APPOSE,전규격,S,선별급여 품목 군,S0,선별급여류,250071,피부봉합용 봉합기(비흡수성),0.44742724299,45759886,Skin stapler,SNOMED,Device,S,0,1,Physical Object,465373001,20150131,20991231
B3001007,REFLEX SKIN STAPLER,전규격,S,선별급여 품목 군,S0,선별급여류,250071,피부봉합용 봉합기(비흡수성),0.7237201333,45759886,Skin stapler,SNOMED,Device,S,0,1,Physical Object,465373001,20150131,20991231
B3001008,의료용스태플,전규격,S,선별급여 품목 군,S0,선별급여류,250071,피부봉합용 봉합기(비흡수성),0,45759886,Skin stapler,SNOMED,Device,S,0,1,Physical Object,465373001,20150131,20991231
B3001016,ACOS SKIN STAPLER,전규격,S,선별급여 품목 군,S0,선별급여류,250071,피부봉합용 봉합기(비흡수성),0.80004638433,45759886,Skin stapler,SNOMED,Device,S,0,1,Physical Object,465373001,20150131,20991231
B3001027,VISISTAT,전규격,S,선별급여 품목 군,S0,선별급여류,250071,피부봉합용 봉합기(비흡수성),0.3821785748,45759886,Skin stapler,SNOMED,Device,S,0,1,Physical Object,465373001,20150131,20991231
B3001129,PROXIMATE PLUS MULTI- DIRECTIONAL SKIN STAPLER,전규격,S,선별급여 품목 군,S0,선별급여류,250071,피부봉합용 봉합기(비흡수성),0.48453935981,45759886,Skin stapler,SNOMED,Device,S,0,1,Physical Object,465373001,20150131,20991231
B3001206,MANIPLER AZ,전규격,S,선별급여 품목 군,S0,선별급여류,250071,피부봉합용 봉합기(비흡수성),0.31347480416,45759886,Skin stapler,SNOMED,Device,S,0,1,Physical Object,465373001,20150131,20991231
B3001306,3M PRECISE VISTA LITE DISPOSABLE SKIN STAPLER,전규격,S,선별급여 품목 군,S0,선별급여류,250071,피부봉합용 봉합기(비흡수성),0.51815289259,45759886,Skin stapler,SNOMED,Device,S,0,1,Physical Object,465373001,20150131,20991231
B3100001,HEMOCLIP TRADITIONAL LIGATING CLIP(SMALL),전규격,B,봉합용 군,B2,내시경 & 관혈적 수술용 결찰재료 류,22003,관혈적수술용 결찰재료-MANUAL CLIP(PRESS),0.20442871749,45758369,"Ligation clip, metallic",SNOMED,Device,S,0,2,Physical Object,463037002,20150131,20991231
B3101001,HEMOCLIP TRADITIONAL LIGATING CLIP(MEDIUM),전규격,B,봉합용 군,B2,내시경 & 관혈적 수술용 결찰재료 류,22003,관혈적수술용 결찰재료-MANUAL CLIP(PRESS),0.26648232341,45758369,"Ligation clip, metallic",SNOMED,Device,S,0,2,Physical Object,463037002,20150131,20991231
B3102001,"HEMOCLIP TRADITIONAL LIGATING CLIP(MEDIUM/LARGE, LARGE)",전규격,B,봉합용 군,B2,내시경 & 관혈적 수술용 결찰재료 류,22003,관혈적수술용 결찰재료-MANUAL CLIP(PRESS),0.35765457153,45758369,"Ligation clip, metallic",SNOMED,Device,S,0,2,Physical Object,463037002,20150131,20991231
B3200008,CHALLENGER TI-P,전규격,B,봉합용 군,B2,내시경 & 관혈적 수술용 결찰재료 류,22013,관혈적수술용 결찰재료-AUTOMATIC CLIP(PRESS),0.31350377202,45758369,"Ligation clip, metallic",SNOMED,Device,S,0,2,Physical Object,463037002,20150131,20991231
C1606128,"MULTIPLE CORTICAL BONETYPE (A,B TYPE)",전규격,C,골유합 및 골고정용 군,C1,체외고정기(SCREW/PIN 포함) 류,31026,외고정장치용 HALF PIN/SCREW,0.26963889599,4231019,External fixator pin,SNOMED,Device,S,0,1,Physical Object,360169005,19700101,20991231
